<<<<<<< HEAD
Czas,Sum
265.93399999999997,0.0031291001846894028
265.935,0.00026024306120428075
265.936,0.003993336615820715
265.93699999999995,0.007099329171647827
265.938,0.008720381550294361
265.93899999999996,0.008375901543317008
265.94,0.006120574542830051
265.941,0.002544101219272186
265.942,0.0013906875108742444
265.943,0.004624076635793042
265.94399999999996,0.006306620191715451
265.945,0.006043648514924448
265.94599999999997,0.004002886330414031
265.947,0.0008535006279636086
265.948,0.0024428909146422813
265.94899999999996,0.004923456080601164
265.95,0.005907715178459351
265.95099999999996,0.005187802850687949
265.952,0.0030705492217423178
265.953,0.00026347190831794683
265.954,0.002355205640540108
265.955,0.004008356294566038
265.95599999999996,0.004249506217047374
265.957,0.003082467265654992
265.95799999999997,0.0009398702660959744
265.959,0.0014661767884235
265.96,0.0033699131508066935
265.96099999999996,0.004182368080978082
265.962,0.003657116246113161
265.96299999999997,0.0019455003644599288
265.964,0.00046863200349457824
265.965,0.0029280563084691084
265.966,0.0048024258367074584
265.967,0.005668371958985244
265.96799999999996,0.005418402900793238
265.969,0.004271989000038365
265.96999999999997,0.002692414798039997
265.971,0.0012395606782615153
265.972,0.000404384888078454
265.97299999999996,0.0004721434817561722
265.974,0.0014494796370573301
265.97499999999997,0.003070232167023003
265.976,0.004872702155959362
265.977,0.006323341905628098
265.978,0.006952492515646564
265.979,0.006468135686642653
265.97999999999996,0.004822193078829945
265.981,0.0022174570140799203
265.98199999999997,0.0009420889385821345
265.983,0.00414241757674498
265.984,0.006869154249311047
265.98499999999996,0.008710735719591479
265.986,0.009433214056705316
265.98699999999997,0.009012502121463194
265.988,0.007620088555531691
265.989,0.005568962418657558
265.99,0.0032353904801992045
265.991,0.0009771977539616544
265.99199999999996,0.0009310838733534595
265.993,0.002331615766263885
265.99399999999997,0.0031805794169472807
265.995,0.003516200673704366
265.996,0.0034135087441528396
265.99699999999996,0.002945716855970688
265.998,0.0021687353944129274
265.99899999999997,0.0011353088272045013
266.0,6.825667350105951e-05
266.001,0.0012819301670528485
266.002,0.0022531633467626567
266.003,0.0026601553557646976
266.00399999999996,0.002184000569674064
266.005,0.0006168001495044118
266.006,0.0020260166655466016
266.007,0.005431273874131588
266.008,0.008989959197380902
266.00899999999996,0.011895000476795222
266.01,0.013324681449983175
266.01099999999997,0.012669832965971545
266.012,0.009740435654928685
266.013,0.00488320310800772
266.014,0.0010398925723091054
266.015,0.0068246457689360935
266.01599999999996,0.01121530318347378
266.017,0.013238283404245307
266.018,0.012483280107254172
266.019,0.009243587247489074
266.02,0.004463556563492916
266.02099999999996,0.0005036304679623904
266.022,0.004266615576879692
266.02299999999997,0.005791201871141878
266.024,0.004704185744040851
266.025,0.0014125210087613054
266.02599999999995,0.0030025955487257734
266.027,0.007090229434428465
266.02799999999996,0.009445922286433374
266.029,0.009117982165640637
266.03,0.005884452787584546
266.031,0.0003202607775060151
266.032,0.0063624626218499805
266.03299999999996,0.012649779563522782
266.034,0.017134672492314932
266.03499999999997,0.018878131247383793
266.036,0.017620918928347856
266.037,0.013794329101819077
266.03799999999995,0.008342000795298109
266.039,0.002421414918499641
266.03999999999996,0.002914860174726227
266.041,0.006960743414978405
266.042,0.009457583619399131
266.043,0.010543181398335157
266.044,0.010589218621737829
266.04499999999996,0.010000828278862105
266.046,0.009056735420310297
266.04699999999997,0.007844499311098789
266.048,0.006303199730870753
266.049,0.004341933149558057
266.04999999999995,0.0019732575585539322
266.051,0.0006031952244316411
266.05199999999996,0.003009504390454546
266.053,0.004793886877769075
266.054,0.0055930025028397045
266.055,0.005287677227860973
266.056,0.004085805879068076
266.05699999999996,0.0024905779640677713
266.058,0.0011540772111961397
266.05899999999997,0.0006603516715783815
266.06,0.0013117330285035743
266.061,0.002995958538281461
266.06199999999995,0.005187244578941993
266.063,0.007089837380725935
266.06399999999996,0.00788316758626795
266.065,0.006991007831867828
266.066,0.004286187913316829
266.067,0.00016168398821685555
266.068,0.004558051543397875
